,year,month,day,daysince,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),shortwave_radiation_sum (MJ/m²),snowfall_sum (cm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),et0_fao_evapotranspiration (mm),elevation,rain_sum (mm),sinrise,cosrise,sinset,cosset,city_b,city_le,city_lh,city_p,city_q,city_sa,city_si,city_su,city_t,city_u
3829,2021,4,14,1198,28.7,25.6,35.6,30.5,23.31,0.0,12.8,28.4,135.0,4.45,0,1.2,0.984807753012208,0.17364817766693041,-0.9824503977255097,-0.18652403600873468,0,0,0,0,0,0,0,0,0,1
3830,2021,4,15,1199,28.8,25.4,35.2,29.5,22.11,0.0,17.2,29.2,122.0,4.22,0,4.2,0.984807753012208,0.17364817766693041,-0.9824503977255097,-0.18652403600873468,0,0,0,0,0,0,0,0,0,1
3831,2021,4,16,1200,29.1,26.5,35.4,31.3,22.84,0.0,16.5,28.4,139.0,4.48,0,0.1,0.984807753012208,0.17364817766693041,-0.9824503977255097,-0.18652403600873468,0,0,0,0,0,0,0,0,0,1
3832,2021,4,17,1201,28.8,25.9,34.9,31.0,23.77,0.0,14.5,24.8,132.0,4.57,0,0.1,0.984807753012208,0.17364817766693041,-0.9816271834476639,-0.19080899537654547,0,0,0,0,0,0,0,0,0,1
3833,2021,4,18,1202,28.3,25.5,33.9,30.4,19.68,0.0,16.4,33.5,130.0,3.73,0,13.3,0.984807753012208,0.17364817766693041,-0.9816271834476639,-0.19080899537654547,0,0,0,0,0,0,0,0,0,1
3834,2021,4,19,1203,29.1,25.9,34.7,30.4,23.14,0.0,17.4,29.9,132.0,4.66,0,0.0,0.984807753012208,0.17364817766693041,-0.9807852804032303,-0.19509032201612866,0,0,0,0,0,0,0,0,0,1
3835,2021,4,20,1204,28.4,25.8,33.0,29.6,23.79,0.0,17.2,29.5,139.0,4.77,0,0.0,0.984807753012208,0.17364817766693041,-0.9807852804032303,-0.19509032201612866,0,0,0,0,0,0,0,0,0,1
3836,2021,4,21,1205,28.1,25.3,32.9,29.1,22.44,0.0,17.2,30.6,134.0,4.53,0,0.0,0.984807753012208,0.17364817766693041,-0.9799247046208296,-0.1993679344171973,0,0,0,0,0,0,0,0,0,1
3837,2021,4,22,1206,28.7,26.0,33.1,28.8,22.96,0.0,17.1,30.2,137.0,4.97,0,0.0,0.984807753012208,0.17364817766693041,-0.9799247046208296,-0.1993679344171973,0,0,0,0,0,0,0,0,0,1
3838,2021,4,23,1207,28.2,25.4,33.5,28.7,23.79,0.0,15.1,26.6,145.0,4.67,0,0.0,0.984807753012208,0.17364817766693041,-0.9799247046208296,-0.1993679344171973,0,0,0,0,0,0,0,0,0,1
3839,2021,4,24,1208,28.5,25.6,34.0,29.7,22.77,0.0,16.2,27.0,144.0,4.36,0,0.5,0.984807753012208,0.17364817766693041,-0.9790454724845837,-0.2036417511401782,0,0,0,0,0,0,0,0,0,1
3840,2021,4,25,1209,29.0,25.4,35.2,30.1,23.19,0.0,13.2,22.0,122.0,4.51,0,0.6,0.984807753012208,0.17364817766693041,-0.9790454724845837,-0.2036417511401782,0,0,0,0,0,0,0,0,0,1
3841,2021,4,26,1210,29.3,25.8,34.8,30.6,22.89,0.0,18.4,28.8,123.0,4.58,0,0.0,0.984807753012208,0.17364817766693041,-0.9790454724845837,-0.2036417511401782,0,0,0,0,0,0,0,0,0,1
3842,2021,4,27,1211,29.2,26.3,33.4,29.7,22.05,0.0,21.7,33.5,126.0,4.67,0,0.0,0.984807753012208,0.17364817766693041,-0.9781476007338056,-0.2079116908177598,0,0,0,0,0,0,0,0,0,1
3843,2021,4,28,1212,28.4,25.6,33.0,29.1,21.34,0.0,15.5,27.4,137.0,4.32,0,0.0,0.984807753012208,0.17364817766693041,-0.9781476007338056,-0.2079116908177598,0,0,0,0,0,0,0,0,0,1
3844,2021,4,29,1213,28.9,25.6,34.7,30.2,22.26,0.0,14.8,23.4,129.0,4.33,0,0.0,0.984807753012208,0.17364817766693041,-0.9772311064626789,-0.21217767215644648,0,0,0,0,0,0,0,0,0,1
3845,2021,4,30,1214,28.8,26.2,34.3,30.7,22.08,0.0,18.9,29.5,128.0,4.27,0,0.2,0.984807753012208,0.17364817766693041,-0.9772311064626789,-0.21217767215644648,0,0,0,0,0,0,0,0,0,1
3846,2021,5,1,1215,29.2,26.4,35.6,31.0,22.75,0.0,15.1,23.4,124.0,4.43,0,0.1,0.984807753012208,0.17364817766693041,-0.9772311064626789,-0.21217767215644648,0,0,0,0,0,0,0,0,0,1
3847,2021,5,2,1216,29.1,26.3,35.7,32.2,21.69,0.0,14.5,27.0,129.0,4.12,0,6.8,0.984807753012208,0.17364817766693041,-0.9772311064626789,-0.21217767215644648,0,0,0,0,0,0,0,0,0,1
3848,2021,5,3,1217,29.1,26.1,35.7,31.7,20.94,0.0,12.2,23.4,122.0,4.07,0,1.8,0.984807753012208,0.17364817766693041,-0.9762960071199334,-0.21643961393810282,0,0,0,0,0,0,0,0,0,1
3849,2021,5,4,1218,29.0,26.4,36.0,32.4,21.29,0.0,10.9,22.3,137.0,4.12,0,0.7,0.984807753012208,0.17364817766693041,-0.9762960071199334,-0.21643961393810282,0,0,0,0,0,0,0,0,0,1
3850,2021,5,5,1219,29.1,26.2,35.4,32.3,22.49,0.0,15.1,23.8,134.0,4.28,0,0.0,0.9855560590580777,0.16934950384902475,-0.9762960071199334,-0.21643961393810282,0,0,0,0,0,0,0,0,0,1
3851,2021,5,6,1220,29.1,26.4,34.9,31.4,20.58,0.0,16.3,24.8,132.0,4.07,0,0.5,0.9855560590580777,0.16934950384902475,-0.9753423205085126,-0.22069743502150163,0,0,0,0,0,0,0,0,0,1
3852,2021,5,7,1221,28.8,26.3,33.8,30.3,22.33,0.0,18.2,30.2,131.0,4.46,0,0.0,0.9855560590580777,0.16934950384902475,-0.9753423205085126,-0.22069743502150163,0,0,0,0,0,0,0,0,0,1
3853,2021,5,8,1222,28.3,25.7,32.7,29.7,20.14,0.0,18.7,31.0,137.0,4.03,0,0.0,0.9855560590580777,0.16934950384902475,-0.9753423205085126,-0.22069743502150163,0,0,0,0,0,0,0,0,0,1
3854,2021,5,9,1223,27.7,25.4,32.2,29.7,18.68,0.0,18.9,28.8,132.0,3.56,0,0.5,0.9855560590580777,0.16934950384902475,-0.9753423205085126,-0.22069743502150163,0,0,0,0,0,0,0,0,0,1
3855,2021,5,10,1224,28.4,25.9,33.2,30.2,19.71,0.0,21.8,32.8,127.0,3.87,0,0.5,0.9855560590580777,0.16934950384902475,-0.9753423205085126,-0.22069743502150163,0,0,0,0,0,0,0,0,0,1
3856,2021,5,11,1225,29.2,26.0,33.8,30.0,21.25,0.0,19.3,30.6,127.0,4.22,0,0.0,0.9855560590580777,0.16934950384902475,-0.9743700647852351,-0.22495105434386525,0,0,0,0,0,0,0,0,0,1
3857,2021,5,12,1226,28.7,25.9,33.1,29.9,22.22,0.0,22.8,34.9,127.0,4.39,0,0.0,0.9855560590580777,0.16934950384902475,-0.9743700647852351,-0.22495105434386525,0,0,0,0,0,0,0,0,0,1
3858,2021,5,13,1227,28.6,25.7,33.8,29.6,21.82,0.0,19.3,31.0,125.0,4.23,0,0.0,0.9862856015372313,0.16504760586067782,-0.9743700647852351,-0.22495105434386525,0,0,0,0,0,0,0,0,0,1
3859,2021,5,14,1228,29.0,26.1,33.1,30.2,20.6,0.0,23.4,39.6,122.0,4.01,0,0.0,0.9862856015372313,0.16504760586067782,-0.9743700647852351,-0.22495105434386525,0,0,0,0,0,0,0,0,0,1
3860,2021,5,15,1229,28.6,25.7,32.8,29.7,20.64,0.0,22.8,37.1,126.0,4.0,0,0.0,0.9862856015372313,0.16504760586067782,-0.9743700647852351,-0.22495105434386525,0,0,0,0,0,0,0,0,0,1
3861,2021,5,16,1230,28.4,25.2,32.6,29.1,20.55,0.0,20.5,33.1,127.0,3.85,0,0.0,0.9862856015372313,0.16504760586067782,-0.9743700647852351,-0.22495105434386525,0,0,0,0,0,0,0,0,0,1
3862,2021,5,17,1231,28.3,25.6,33.0,29.4,19.72,0.0,18.3,32.4,126.0,3.8,0,0.0,0.9862856015372313,0.16504760586067782,-0.9733792584604485,-0.22920039092241415,0,0,0,0,0,0,0,0,0,1
3863,2021,5,18,1232,28.1,25.8,32.7,30.3,13.81,0.0,15.6,24.8,128.0,2.84,0,2.2,0.9862856015372313,0.16504760586067782,-0.9733792584604485,-0.22920039092241415,0,0,0,0,0,0,0,0,0,1
3864,2021,5,19,1233,28.2,25.8,34.4,31.0,18.97,0.0,14.4,24.5,140.0,3.49,0,2.8,0.9869963665602319,0.1607425656038261,-0.9733792584604485,-0.22920039092241415,0,0,0,0,0,0,0,0,0,1
3865,2021,5,20,1234,28.5,25.7,33.7,30.4,19.27,0.0,17.3,30.2,134.0,3.58,0,0.1,0.9869963665602319,0.1607425656038261,-0.9733792584604485,-0.22920039092241415,0,0,0,0,0,0,0,0,0,1
3866,2021,5,21,1235,28.6,25.9,33.6,30.7,19.45,0.0,17.2,27.7,134.0,3.69,0,0.0,0.9869963665602319,0.1607425656038261,-0.9733792584604485,-0.22920039092241415,0,0,0,0,0,0,0,0,0,1
3867,2021,5,22,1236,28.8,25.8,33.7,30.2,20.97,0.0,17.9,28.4,133.0,4.0,0,0.0,0.9869963665602319,0.1607425656038261,-0.9733792584604485,-0.22920039092241415,0,0,0,0,0,0,0,0,0,1
3868,2021,5,23,1237,28.1,25.6,33.5,31.2,19.41,0.0,13.7,23.8,145.0,3.62,0,0.0,0.9869963665602319,0.1607425656038261,-0.9733792584604485,-0.22920039092241415,0,0,0,0,0,0,0,0,0,1
3869,2021,5,24,1238,28.1,25.6,34.1,31.1,18.8,0.0,15.8,25.2,133.0,3.48,0,0.3,0.9876883405951378,0.15643446504023092,-0.9733792584604485,-0.22920039092241415,0,0,0,0,0,0,0,0,0,1
3870,2021,5,25,1239,28.7,26.2,33.9,30.9,17.54,0.0,16.3,27.4,140.0,3.47,0,0.6,0.9876883405951378,0.15643446504023092,-0.9733792584604485,-0.22920039092241415,0,0,0,0,0,0,0,0,0,1
3871,2021,5,26,1240,29.0,26.1,34.1,30.8,20.39,0.0,17.0,28.8,130.0,3.95,0,0.2,0.9876883405951378,0.15643446504023092,-0.9733792584604485,-0.22920039092241415,0,0,0,0,0,0,0,0,0,1
3872,2021,5,27,1241,29.2,25.9,34.9,31.6,20.52,0.0,16.5,28.1,129.0,3.94,0,0.0,0.9876883405951378,0.15643446504023092,-0.9733792584604485,-0.22920039092241415,0,0,0,0,0,0,0,0,0,1
3873,2021,5,28,1242,28.0,26.5,33.8,31.7,18.18,0.0,17.0,26.6,127.0,3.3,0,10.9,0.9876883405951378,0.15643446504023092,-0.9733792584604485,-0.22920039092241415,0,0,0,0,0,0,0,0,0,1
3874,2021,5,29,1243,28.3,26.0,34.1,31.1,18.29,0.0,15.7,25.6,134.0,3.39,0,1.6,0.9883615104677607,0.1521233861899168,-0.9733792584604485,-0.22920039092241415,0,0,0,0,0,0,0,0,0,1
3875,2021,5,30,1244,27.5,25.6,33.1,30.9,18.94,0.0,12.6,20.9,146.0,3.49,0,0.0,0.9883615104677607,0.1521233861899168,-0.9733792584604485,-0.22920039092241415,0,0,0,0,0,0,0,0,0,1
3876,2021,5,31,1245,27.5,25.2,32.6,30.0,19.3,0.0,16.3,27.4,152.0,3.52,0,0.0,0.9883615104677607,0.1521233861899168,-0.9733792584604485,-0.22920039092241415,0,0,0,0,0,0,0,0,0,1
3877,2021,6,1,1245,28.3,25.4,33.2,29.8,20.16,0.0,15.9,25.9,143.0,3.79,0,0.0,0.9883615104677607,0.1521233861899168,-0.9733792584604485,-0.22920039092241415,0,0,0,0,0,0,0,0,0,1
3878,2021,6,2,1246,28.4,25.3,33.8,29.3,20.5,0.0,14.4,24.1,130.0,3.94,0,0.0,0.9890158633619168,0.14780941112961077,-0.9733792584604485,-0.22920039092241415,0,0,0,0,0,0,0,0,0,1
3879,2021,6,3,1247,28.3,25.6,34.9,31.6,19.95,0.0,13.0,23.8,138.0,3.74,0,0.0,0.9890158633619168,0.14780941112961077,-0.9733792584604485,-0.22920039092241415,0,0,0,0,0,0,0,0,0,1
3880,2021,6,4,1248,28.8,25.9,35.1,32.1,19.88,0.0,14.6,23.8,146.0,3.73,0,0.0,0.9890158633619168,0.14780941112961077,-0.9733792584604485,-0.22920039092241415,0,0,0,0,0,0,0,0,0,1
3881,2021,6,5,1249,28.7,26.0,34.8,31.3,19.66,0.0,13.0,22.3,133.0,3.74,0,0.4,0.9890158633619168,0.14780941112961077,-0.9733792584604485,-0.22920039092241415,0,0,0,0,0,0,0,0,0,1
3882,2021,6,6,1250,28.9,25.7,34.8,31.2,20.41,0.0,15.0,24.8,155.0,3.81,0,0.0,0.9896513868196702,0.1434926219911793,-0.9743700647852351,-0.22495105434386525,0,0,0,0,0,0,0,0,0,1
3883,2021,6,7,1251,28.0,25.3,33.4,30.6,20.04,0.0,15.9,26.3,157.0,3.66,0,0.0,0.9896513868196702,0.1434926219911793,-0.9743700647852351,-0.22495105434386525,0,0,0,0,0,0,0,0,0,1
3884,2021,6,8,1252,28.4,25.6,33.6,30.5,19.44,0.0,15.9,26.3,138.0,3.7,0,0.0,0.9896513868196702,0.1434926219911793,-0.9743700647852351,-0.22495105434386525,0,0,0,0,0,0,0,0,0,1
3885,2021,6,9,1253,28.7,25.4,34.7,29.6,18.9,0.0,13.8,24.8,125.0,3.63,0,2.4,0.9896513868196702,0.1434926219911793,-0.9743700647852351,-0.22495105434386525,0,0,0,0,0,0,0,0,0,1
3886,2021,6,10,1254,28.8,25.7,33.9,29.9,18.6,0.0,19.0,32.0,125.0,3.59,0,4.0,0.9902680687415703,0.1391731009600657,-0.9743700647852351,-0.22495105434386525,0,0,0,0,0,0,0,0,0,1
3887,2021,6,11,1255,28.1,25.6,33.5,30.6,18.77,0.0,15.8,24.5,138.0,3.53,0,0.1,0.9902680687415703,0.1391731009600657,-0.9743700647852351,-0.22495105434386525,0,0,0,0,0,0,0,0,0,1
3888,2021,6,12,1256,28.3,25.5,33.2,30.3,19.67,0.0,16.3,24.5,134.0,3.73,0,0.0,0.9902680687415703,0.1391731009600657,-0.9743700647852351,-0.22495105434386525,0,0,0,0,0,0,0,0,0,1
3889,2021,6,13,1257,28.6,25.5,34.1,30.9,19.0,0.0,15.6,25.9,135.0,3.68,0,0.2,0.9902680687415703,0.1391731009600657,-0.9753423205085126,-0.22069743502150163,0,0,0,0,0,0,0,0,0,1
3890,2021,6,14,1258,28.3,26.1,33.7,30.7,17.95,0.0,16.1,27.4,125.0,3.36,0,2.5,0.9908658973868822,0.13485093027372308,-0.9753423205085126,-0.22069743502150163,0,0,0,0,0,0,0,0,0,1
3891,2021,6,15,1259,29.1,25.7,35.4,31.2,18.59,0.0,13.0,27.4,125.0,3.59,0,2.2,0.9908658973868822,0.13485093027372308,-0.9753423205085126,-0.22069743502150163,0,0,0,0,0,0,0,0,0,1
3892,2021,6,16,1260,28.7,25.7,35.0,30.1,17.88,0.0,15.2,25.9,119.0,3.49,0,5.6,0.9908658973868822,0.13485093027372308,-0.9753423205085126,-0.22069743502150163,0,0,0,0,0,0,0,0,0,1
3893,2021,6,17,1261,28.7,25.6,33.6,29.6,16.82,0.0,20.5,33.8,122.0,3.38,0,4.1,0.9908658973868822,0.13485093027372308,-0.9753423205085126,-0.22069743502150163,0,0,0,0,0,0,0,0,0,1
3894,2021,6,18,1262,28.5,25.8,32.5,29.7,15.95,0.0,17.1,26.6,122.0,3.35,0,0.1,0.9914448613738104,0.1305261922200517,-0.9762960071199334,-0.21643961393810282,0,0,0,0,0,0,0,0,0,1
3895,2021,6,19,1263,28.3,25.8,33.7,30.7,18.23,0.0,14.2,26.3,122.0,3.45,0,4.8,0.9914448613738104,0.1305261922200517,-0.9762960071199334,-0.21643961393810282,0,0,0,0,0,0,0,0,0,1
3896,2021,6,20,1264,28.3,25.0,34.5,30.1,19.31,0.0,12.2,24.8,118.0,3.61,0,3.0,0.9914448613738104,0.1305261922200517,-0.9762960071199334,-0.21643961393810282,0,0,0,0,0,0,0,0,0,1
3897,2021,6,21,1265,28.3,24.9,34.3,30.2,17.09,0.0,11.5,22.0,190.0,3.24,0,7.2,0.9914448613738104,0.1305261922200517,-0.9762960071199334,-0.21643961393810282,0,0,0,0,0,0,0,0,0,1
3898,2021,6,22,1266,27.9,24.7,33.3,30.1,18.41,0.0,13.1,22.3,161.0,3.49,0,0.5,0.9914448613738104,0.1305261922200517,-0.9762960071199334,-0.21643961393810282,0,0,0,0,0,0,0,0,0,1
3899,2021,6,23,1267,28.8,25.7,34.3,30.1,17.96,0.0,16.5,27.7,122.0,3.53,0,4.6,0.992004949679715,0.12619896913582973,-0.9772311064626789,-0.21217767215644648,0,0,0,0,0,0,0,0,0,1
3900,2021,6,24,1268,27.9,24.9,33.9,29.0,17.05,0.0,17.8,31.7,117.0,3.09,0,11.8,0.992004949679715,0.12619896913582973,-0.9772311064626789,-0.21217767215644648,0,0,0,0,0,0,0,0,0,1
3901,2021,6,25,1269,27.4,25.1,33.0,30.2,13.5,0.0,10.2,25.9,132.0,2.61,0,27.4,0.992004949679715,0.12619896913582973,-0.9772311064626789,-0.21217767215644648,0,0,0,0,0,0,0,0,0,1
3902,2021,6,26,1270,28.6,25.1,34.7,30.0,18.66,0.0,14.9,28.4,115.0,3.51,0,5.2,0.992004949679715,0.12619896913582973,-0.9772311064626789,-0.21217767215644648,0,0,0,0,0,0,0,0,0,1
3903,2021,6,27,1271,28.4,26.0,35.1,31.0,19.36,0.0,14.8,24.8,128.0,3.57,0,1.8,0.992004949679715,0.12619896913582973,-0.9781476007338056,-0.2079116908177598,0,0,0,0,0,0,0,0,0,1
3904,2021,6,28,1272,28.0,25.5,34.4,31.0,16.93,0.0,11.4,23.8,137.0,3.22,0,8.6,0.992546151641322,0.12186934340514749,-0.9781476007338056,-0.2079116908177598,0,0,0,0,0,0,0,0,0,1
3905,2021,6,29,1273,28.6,25.3,34.0,30.8,19.75,0.0,15.7,27.0,130.0,3.72,0,0.3,0.992546151641322,0.12186934340514749,-0.9781476007338056,-0.2079116908177598,0,0,0,0,0,0,0,0,0,1
3906,2021,6,30,1274,28.7,25.8,33.7,29.5,19.18,0.0,18.1,27.0,126.0,3.85,0,0.0,0.992546151641322,0.12186934340514749,-0.9781476007338056,-0.2079116908177598,0,0,0,0,0,0,0,0,0,1
3907,2021,7,1,1275,28.5,25.5,31.6,29.2,18.34,0.0,23.4,34.9,123.0,3.73,0,0.0,0.992546151641322,0.12186934340514749,-0.9781476007338056,-0.2079116908177598,0,0,0,0,0,0,0,0,0,1
3908,2021,7,2,1276,28.1,25.3,31.7,28.6,18.23,0.0,21.7,32.0,127.0,3.71,0,0.0,0.992546151641322,0.12186934340514749,-0.9790454724845837,-0.2036417511401782,0,0,0,0,0,0,0,0,0,1
3909,2021,7,3,1277,27.6,25.0,31.9,28.6,19.27,0.0,21.1,32.4,124.0,3.75,0,0.0,0.992546151641322,0.12186934340514749,-0.9790454724845837,-0.2036417511401782,0,0,0,0,0,0,0,0,0,1
3910,2021,7,4,1278,27.7,25.2,30.6,28.6,18.1,0.0,23.6,37.4,119.0,3.53,0,0.0,0.992546151641322,0.12186934340514749,-0.9790454724845837,-0.2036417511401782,0,0,0,0,0,0,0,0,0,1
3911,2021,7,5,1279,26.9,24.6,29.6,26.4,19.68,0.0,23.0,40.7,126.0,3.93,0,0.0,0.9930684569549263,0.1175373974578377,-0.9790454724845837,-0.2036417511401782,0,0,0,0,0,0,0,0,0,1
3912,2021,7,6,1280,26.9,24.3,30.1,26.1,17.61,0.0,16.5,25.9,134.0,3.63,0,0.0,0.9930684569549263,0.1175373974578377,-0.9799247046208296,-0.1993679344171973,0,0,0,0,0,0,0,0,0,1
3913,2021,7,7,1281,27.6,24.4,32.0,28.7,18.29,0.0,16.3,26.6,139.0,3.44,0,1.5,0.9930684569549263,0.1175373974578377,-0.9799247046208296,-0.1993679344171973,0,0,0,0,0,0,0,0,0,1
3914,2021,7,8,1282,27.7,24.7,32.7,28.8,17.58,0.0,18.1,29.9,119.0,3.19,0,7.4,0.9930684569549263,0.1175373974578377,-0.9799247046208296,-0.1993679344171973,0,0,0,0,0,0,0,0,0,1
3915,2021,7,9,1283,27.8,24.7,34.2,29.8,17.05,0.0,13.6,27.4,117.0,3.16,0,11.0,0.9930684569549263,0.1175373974578377,-0.9799247046208296,-0.1993679344171973,0,0,0,0,0,0,0,0,0,1
3916,2021,7,10,1284,28.3,25.6,34.6,31.0,18.94,0.0,13.4,27.7,121.0,3.56,0,10.0,0.9930684569549263,0.1175373974578377,-0.9807852804032303,-0.19509032201612866,0,0,0,0,0,0,0,0,0,1
3917,2021,7,11,1285,28.8,25.9,33.9,31.1,20.23,0.0,18.4,27.7,122.0,3.76,0,0.0,0.9930684569549263,0.1175373974578377,-0.9807852804032303,-0.19509032201612866,0,0,0,0,0,0,0,0,0,1
3918,2021,7,12,1286,28.1,25.4,33.4,30.0,20.56,0.0,17.3,27.0,133.0,3.76,0,0.0,0.9930684569549263,0.1175373974578377,-0.9807852804032303,-0.19509032201612866,0,0,0,0,0,0,0,0,0,1
3919,2021,7,13,1287,27.9,24.9,31.7,28.5,18.9,0.0,21.1,32.8,133.0,3.48,0,0.3,0.9930684569549263,0.1175373974578377,-0.9807852804032303,-0.19509032201612866,0,0,0,0,0,0,0,0,0,1
3920,2021,7,14,1288,27.4,24.7,30.4,28.0,19.33,0.0,21.9,36.0,128.0,3.88,0,0.3,0.9930684569549263,0.1175373974578377,-0.9807852804032303,-0.19509032201612866,0,0,0,0,0,0,0,0,0,1
3921,2021,7,15,1289,26.8,24.8,28.5,27.1,17.54,0.0,25.0,42.8,132.0,3.82,0,0.3,0.9930684569549263,0.1175373974578377,-0.9816271834476639,-0.19080899537654547,0,0,0,0,0,0,0,0,0,1
3922,2021,7,16,1290,26.9,24.4,29.2,27.2,17.62,0.0,22.5,34.6,128.0,3.56,0,0.0,0.9930684569549263,0.1175373974578377,-0.9816271834476639,-0.19080899537654547,0,0,0,0,0,0,0,0,0,1
3923,2021,7,17,1291,27.4,24.8,30.5,27.8,18.29,0.0,20.9,31.0,126.0,3.72,0,0.0,0.9930684569549263,0.1175373974578377,-0.9816271834476639,-0.19080899537654547,0,0,0,0,0,0,0,0,0,1
3924,2021,7,18,1292,27.3,24.9,30.5,28.1,18.98,0.0,21.3,33.5,132.0,3.64,0,0.0,0.9930684569549263,0.1175373974578377,-0.9816271834476639,-0.19080899537654547,0,0,0,0,0,0,0,0,0,1
3925,2021,7,19,1293,28.0,24.8,32.7,28.9,19.77,0.0,15.8,26.3,133.0,3.76,0,0.0,0.9930684569549263,0.1175373974578377,-0.9816271834476639,-0.19080899537654547,0,0,0,0,0,0,0,0,0,1
3926,2021,7,20,1294,28.2,25.0,33.6,28.8,20.36,0.0,16.2,25.2,134.0,3.87,0,0.0,0.9930684569549263,0.1175373974578377,-0.9824503977255097,-0.18652403600873468,0,0,0,0,0,0,0,0,0,1
3927,2021,7,21,1295,27.8,24.9,31.7,28.4,19.72,0.0,18.2,28.1,128.0,3.79,0,0.0,0.9930684569549263,0.1175373974578377,-0.9824503977255097,-0.18652403600873468,0,0,0,0,0,0,0,0,0,1
3928,2021,7,22,1296,27.9,24.9,32.1,29.1,19.02,0.0,19.0,29.2,131.0,3.59,0,0.6,0.9930684569549263,0.1175373974578377,-0.9824503977255097,-0.18652403600873468,0,0,0,0,0,0,0,0,0,1
3929,2021,7,23,1297,27.4,24.7,30.7,27.7,18.97,0.0,23.9,37.1,134.0,3.59,0,0.2,0.9930684569549263,0.1175373974578377,-0.9824503977255097,-0.18652403600873468,0,0,0,0,0,0,0,0,0,1
3930,2021,7,24,1298,27.7,23.9,31.4,27.1,21.74,0.0,19.5,33.1,134.0,4.13,0,0.0,0.9930684569549263,0.1175373974578377,-0.9824503977255097,-0.18652403600873468,0,0,0,0,0,0,0,0,0,1
3931,2021,7,25,1299,27.3,24.1,31.0,27.3,20.78,0.0,19.5,32.4,132.0,4.02,0,0.0,0.992546151641322,0.12186934340514749,-0.9824503977255097,-0.18652403600873468,0,0,0,0,0,0,0,0,0,1
3932,2021,7,26,1300,27.5,23.4,32.1,26.8,21.83,0.0,17.5,27.4,132.0,4.03,0,0.0,0.992546151641322,0.12186934340514749,-0.9832549075639545,-0.18223552549214778,0,0,0,0,0,0,0,0,0,1
3933,2021,7,27,1301,27.5,23.9,31.5,27.6,20.26,0.0,19.0,30.6,137.0,3.72,0,0.0,0.992546151641322,0.12186934340514749,-0.9832549075639545,-0.18223552549214778,0,0,0,0,0,0,0,0,0,1
3934,2021,7,28,1302,27.4,24.0,30.7,27.3,19.39,0.0,19.8,32.4,139.0,3.69,0,0.0,0.992546151641322,0.12186934340514749,-0.9832549075639545,-0.18223552549214778,0,0,0,0,0,0,0,0,0,1
3935,2021,7,29,1303,27.5,24.6,30.6,28.1,18.03,0.0,24.3,37.1,130.0,3.44,0,0.7,0.992546151641322,0.12186934340514749,-0.9832549075639545,-0.18223552549214778,0,0,0,0,0,0,0,0,0,1
3936,2021,7,30,1304,27.4,24.8,31.8,28.5,18.65,0.0,19.5,32.0,130.0,3.52,0,1.8,0.992546151641322,0.12186934340514749,-0.9832549075639545,-0.18223552549214778,0,0,0,0,0,0,0,0,0,1
3937,2021,7,31,1305,27.2,24.5,30.8,28.3,18.58,0.0,23.4,36.0,130.0,3.43,0,1.1,0.992004949679715,0.12619896913582973,-0.9832549075639545,-0.18223552549214778,0,0,0,0,0,0,0,0,0,1
3938,2021,8,1,1305,26.8,24.3,29.8,27.8,18.2,0.0,23.2,36.0,134.0,3.29,0,1.6,0.992004949679715,0.12619896913582973,-0.9832549075639545,-0.18223552549214778,0,0,0,0,0,0,0,0,0,1
3939,2021,12,15,1439,28.1,26.1,34.3,32.1,16.59,0.0,11.6,25.2,166.38086303939963,3.21,0,28.4,0.958819734868193,0.28401534470392253,-0.9930684569549263,-0.1175373974578376,0,0,0,0,0,0,0,0,0,1
3940,2022,1,12,1471,28.3,25.8,34.7,31.2,18.63,0.0,10.5,19.4,166.38086303939963,3.69,0,14.1,0.9743700647852352,0.22495105434386492,-0.9978589232386035,-0.06540312923014362,0,0,0,0,0,0,0,0,0,1
3941,2022,2,26,1515,28.8,26.2,36.5,31.8,20.42,0.0,7.2,19.4,166.38086303939963,4.15,0,8.5,0.9862856015372313,0.16504760586067782,-0.9965655024977614,-0.08280820751220469,0,0,0,0,0,0,0,0,0,1
3942,2022,12,12,1801,29.1,26.3,36.4,32.4,25.37,0.0,12.5,24.5,166.38086303939963,4.8,0,1.7,0.9575713608048144,0.2881962681340894,-0.9925461516413221,-0.12186934340514717,0,0,0,0,0,0,0,0,0,1
3943,2018,1,1,0,33.3,25.0,40.9,30.7,23.24,0.0,6.9,22.3,252.0,4.93,0,4.9,0.9945218953682733,0.10452846326765346,-0.9992290362407229,0.039259815759068645,0,1,0,0,0,0,0,0,0,0
3944,2018,1,2,1,33.4,25.4,40.9,30.4,21.89,0.0,7.1,20.2,166.38086303939963,4.68,0,1.1,0.9949685182509117,0.10018806161207654,-0.9992290362407229,0.039259815759068645,0,1,0,0,0,0,0,0,0,0
3945,2018,1,3,2,31.8,25.5,39.2,31.3,21.52,0.0,9.1,26.6,357.0,4.5,0,14.4,0.9949685182509117,0.10018806161207654,-0.9990482215818578,0.043619387365335764,0,1,0,0,0,0,0,0,0,0
3946,2018,1,4,3,32.0,26.4,39.6,32.9,16.75,0.0,5.9,31.7,216.0,3.56,0,12.0,0.9953961983671787,0.09584575252022406,-0.9990482215818578,0.043619387365335764,0,1,0,0,0,0,0,0,0,0
