,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),shortwave_radiation_sum (MJ/m²),snowfall_sum (cm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),et0_fao_evapotranspiration (mm),elevation,daysince,sinday,cosday,sindmo,cosdmo,year,sinrise,cosrise,sinset,cosset,city_b,city_le,city_lh,city_p,city_q,city_sa,city_si,city_su,city_t,city_u
476,30.4,25.1,37.9,29.7,16.95,0.0,8.6,18.0,268.0,3.57,0,688,0.9377521321470766,0.34730525284483055,-0.8109979465095021,0.5850489985953065,2022,0.9659258262890683,0.25881904510252074,-0.992004949679715,-0.12619896913583006,0,0,0,0,0,0,0,1,0,0
477,29.8,24.9,36.3,30.2,14.72,0.0,9.7,14.4,329.0,3.09,0,689,0.9884683243281085,0.1514277775045954,-0.8010010944693856,0.5986628823126138,2022,0.9659258262890683,0.25881904510252074,-0.992004949679715,-0.12619896913583006,0,0,0,0,0,0,0,1,0,0
478,29.2,25.5,35.8,30.5,15.81,0.0,10.7,23.8,164.0,3.32,0,690,0.9987165071710528,-0.050649168838714134,-0.7907757369376985,0.6121059825476629,2022,0.9659258262890683,0.25881904510252074,-0.9925461516413221,-0.12186934340514717,0,0,0,0,0,0,0,1,0,0
479,30.8,25.3,37.0,30.9,13.32,0.0,10.2,14.8,331.0,2.86,0,691,0.968077118866206,-0.25065253225871414,-0.7803247909520917,0.6253744643216369,2022,0.9659258262890683,0.25881904510252074,-0.9925461516413221,-0.12186934340514717,0,0,0,0,0,0,0,1,0,0
480,30.6,25.5,37.4,30.8,17.2,0.0,5.6,15.1,200.0,3.67,0,692,0.8978045395707481,-0.4403941515576212,-0.7696512379049334,0.6384645424699821,2022,0.9659258262890683,0.25881904510252074,-0.9930684569549263,-0.1175373974578376,0,0,0,0,0,0,0,1,0,0
481,31.4,25.4,39.5,30.2,17.95,0.0,9.0,17.6,202.0,3.74,0,693,0.7907757369377124,-0.6121059825476449,-0.7587581226927922,0.6513724827222208,2022,0.9670459389139431,0.2546019482055276,-0.9930684569549263,-0.1175373974578376,0,0,0,0,0,0,0,1,0,0
482,30.6,25.1,37.3,30.3,17.04,0.0,7.8,18.0,203.0,3.61,0,694,0.6513724827222239,-0.7587581226927894,-0.7476485528478091,0.6640946027672389,2022,0.9670459389139431,0.2546019482055276,-0.9930684569549263,-0.1175373974578376,0,0,0,0,0,0,0,1,0,0
483,30.8,25.1,37.5,30.2,19.83,0.0,7.4,18.4,217.0,4.12,0,695,0.48530196253109004,-0.8743466161445771,-0.7363256976511975,0.6766272733037572,2022,0.9670459389139431,0.2546019482055276,-0.9935718556765875,-0.11320321376790694,0,0,0,0,0,0,0,1,0,0
484,30.0,25.7,37.0,31.2,17.6,0.0,4.8,16.9,211.0,3.66,0,696,0.2993631229733755,-0.9541392564000434,-0.7247927872291202,0.6889669190756863,2022,0.9670459389139431,0.2546019482055276,-0.9935718556765875,-0.11320321376790694,0,0,0,0,0,0,0,1,0,0
485,30.8,26.1,38.1,31.6,20.5,0.0,6.9,18.0,159.0,4.31,0,697,0.10116832198743013,-0.9948693233918954,-0.7130531116312194,0.7011100198920536,2022,0.9681476403781077,0.2503800040544415,-0.9940563382223195,-0.10886687485196507,0,0,0,0,0,0,0,1,0,0
486,29.8,26.1,37.3,32.5,20.77,0.0,4.8,16.9,18.0,4.23,0,698,-0.10116832198742623,-0.9948693233918957,-0.701110019892053,0.71305311163122,2022,0.9681476403781077,0.2503800040544415,-0.9940563382223195,-0.10886687485196507,0,0,0,0,0,0,0,1,0,0
487,31.0,25.6,37.9,31.0,17.23,0.0,10.2,27.0,336.0,3.53,0,699,-0.2993631229733446,-0.954139256400053,-0.688966919075687,0.7247927872291196,2022,0.9681476403781077,0.2503800040544415,-0.9945218953682734,-0.10452846326765336,0,0,0,0,0,0,0,1,0,0
488,32.0,26.0,39.8,31.6,22.13,0.0,7.6,17.3,192.0,4.63,0,700,-0.4853019625310618,-0.8743466161445929,-0.6766272733037578,0.7363256976511968,2022,0.9692309097067544,0.24615329302899316,-0.9945218953682734,-0.10452846326765336,0,0,0,0,0,0,0,1,0,0
489,32.6,25.7,41.1,31.5,21.7,0.0,7.8,18.0,190.0,4.58,0,701,-0.6513724827222209,-0.758758122692792,-0.6640946027672382,0.7476485528478096,2022,0.9692309097067544,0.24615329302899316,-0.9949685182509117,-0.10018806161207644,0,0,0,0,0,0,0,1,0,0
490,32.9,26.6,40.6,32.6,25.33,0.0,5.9,15.8,297.0,5.29,0,702,-0.7907757369376927,-0.6121059825476705,-0.6513724827222228,0.7587581226927904,2022,0.9692309097067544,0.24615329302899316,-0.9949685182509117,-0.10018806161207644,0,0,0,0,0,0,0,1,0,0
491,33.2,26.5,40.0,31.4,23.17,0.0,10.5,16.9,268.0,4.94,0,703,-0.8978045395707338,-0.4403941515576502,-0.6384645424699842,0.7696512379049317,2022,0.9702957262759965,0.2419218955996679,-0.9953961983671787,-0.09584575252022441,0,0,0,0,0,0,0,1,0,0
492,32.6,26.3,39.8,31.5,24.79,0.0,9.4,17.6,202.0,5.2,0,704,-0.9680771188661978,-0.25065253225874545,-0.6253744643216376,0.7803247909520912,2022,0.9702957262759965,0.2419218955996679,-0.9953961983671787,-0.09584575252022441,0,0,0,0,0,0,0,1,0,0
493,33.0,26.8,40.9,32.7,25.28,0.0,6.8,16.2,180.0,5.33,0,705,-0.9987165071710525,-0.05064916883871805,-0.6121059825476622,0.7907757369376991,2022,0.9702957262759965,0.2419218955996679,-0.9958049275746618,-0.0915016186634022,0,0,0,0,0,0,0,1,0,0
494,32.9,26.0,40.5,31.8,24.12,0.0,5.9,15.8,133.0,5.07,0,706,-0.9884683243281134,0.15142777750456346,-0.5986628823126159,0.801001094469384,2022,0.9713420698132614,0.2376858923261731,-0.9958049275746618,-0.0915016186634022,0,0,0,0,0,0,0,1,0,0
495,32.5,26.7,40.6,32.3,22.6,0.0,7.6,16.2,243.0,4.74,0,707,-0.9377521321470879,0.34730525284480024,-0.5850489985953086,0.8109979465095005,2022,0.9713420698132614,0.2376858923261731,-0.9961946980917455,-0.08715574274765825,0,0,0,0,0,0,0,1,0,0
496,31.0,25.9,37.3,31.4,16.93,0.0,6.1,16.2,52.0,3.6,0,708,-0.8486442574947515,0.5289640103269616,-0.5712682150947919,0.8207634412072766,2022,0.9723699203976766,0.23344536385590547,-0.9961946980917455,-0.08715574274765825,0,0,0,0,0,0,0,1,0,0
497,32.3,25.6,38.9,30.8,17.74,0.0,9.7,19.4,180.0,3.81,0,709,-0.7247927872291262,0.68896691907568,-0.5573244631224361,0.8302947927123766,2022,0.9723699203976766,0.23344536385590547,-0.9965655024977614,-0.08280820751220469,0,0,0,0,0,0,0,1,0,0
498,31.1,25.8,37.5,31.1,15.3,0.0,6.6,19.8,182.0,3.28,0,710,-0.5712682150948063,0.8207634412072665,-0.54322172048042,0.8395892819696381,2022,0.9733792584604485,0.22920039092241426,-0.9965655024977614,-0.08280820751220469,0,0,0,0,0,0,0,1,0,0
499,31.9,25.2,39.0,30.2,22.17,0.0,8.3,18.4,218.0,4.62,0,711,-0.39435585511334165,0.9189578116202207,-0.5289640103269637,0.8486442574947501,2022,0.9733792584604485,0.22920039092241426,-0.996917333733128,-0.07845909572784557,0,0,0,0,0,0,0,1,0,0
500,32.7,25.3,39.8,30.9,23.3,0.0,6.7,18.0,304.0,4.89,0,712,-0.2012985200886647,0.9795299412524936,-0.5145554000286287,0.8574571361306511,2022,0.9743700647852352,0.22495105434386492,-0.996917333733128,-0.07845909572784557,0,0,0,0,0,0,0,1,0,0
501,30.8,26.1,39.0,31.5,22.32,0.0,7.6,17.6,280.0,4.59,0,713,-1.2738802633678827e-14,1.0,-0.4999999999999999,0.8660254037844387,2022,0.9743700647852352,0.22495105434386492,-0.9972501850994857,-0.07410849019539925,0,0,0,0,0,0,0,1,0,0
502,32.3,25.4,40.2,31.1,23.27,0.0,6.4,22.3,239.0,4.85,0,714,0.20129852008863974,0.9795299412524987,-0.48530196253108254,0.8743466161445813,2022,0.9753423205085127,0.22069743502150108,-0.9972501850994857,-0.07410849019539925,0,0,0,0,0,0,0,1,0,0
503,32.9,25.8,39.4,31.5,22.18,0.0,13.3,28.1,285.0,4.63,0,715,0.3943558551133182,0.9189578116202308,-0.4704654806027556,0.8824183993782191,2022,0.9753423205085127,0.22069743502150108,-0.9975640502598242,-0.06975647374412558,0,0,0,0,0,0,0,1,0,0
504,31.1,26.1,35.6,30.5,14.35,0.0,16.5,36.7,277.0,3.29,0,716,0.5712682150947854,0.8207634412072812,-0.4554947866906341,0.8902384508083515,2022,0.9762960071199334,0.2164396139381029,-0.9975640502598242,-0.06975647374412558,0,0,0,0,0,0,0,1,0,0
505,29.2,24.6,35.1,28.6,18.27,0.0,12.8,33.1,183.0,3.57,0,211,-0.9377521321470816,0.3473052528448172,-0.4098203247965877,-0.9121662684969333,2021,0.992004949679715,0.12619896913582973,-0.984807753012208,-0.17364817766693033,0,0,0,0,0,0,1,0,0,0
506,30.5,24.7,37.7,29.4,19.95,0.0,11.8,31.7,179.0,3.88,0,212,-0.8486442574947531,0.5289640103269589,-0.4251678830356408,-0.9051145072503212,2021,0.992004949679715,0.12619896913582973,-0.984807753012208,-0.17364817766693033,0,0,0,0,0,0,1,0,0,0
507,30.2,25.1,38.3,30.3,21.2,0.0,9.0,23.8,173.0,4.23,0,213,-0.7247927872291186,0.688966919075688,-0.44039415155763434,-0.8978045395707417,2021,0.992004949679715,0.12619896913582973,-0.984807753012208,-0.17364817766693033,0,0,0,0,0,0,1,0,0,0
508,30.3,25.0,37.7,29.7,21.8,0.0,9.4,24.8,177.0,4.37,0,214,-0.5712682150947914,0.820763441207277,-0.455494786690634,-0.8902384508083516,2021,0.9914448613738104,0.1305261922200517,-0.984807753012208,-0.17364817766693033,0,0,0,0,0,0,1,0,0,0
509,30.3,24.5,38.8,30.0,21.27,0.0,5.4,22.0,140.0,4.3,0,215,-0.39435585511331844,0.9189578116202307,-0.47046548060275545,-0.8824183993782192,2021,0.9914448613738104,0.1305261922200517,-0.984807753012208,-0.17364817766693033,0,0,0,0,0,0,1,0,0,0
510,30.2,25.2,38.0,30.9,21.64,0.0,6.5,25.6,58.0,4.3,0,216,-0.20129852008866086,0.9795299412524944,-0.4853019625310808,-0.8743466161445822,2021,0.9914448613738104,0.1305261922200517,-0.984807753012208,-0.17364817766693033,0,0,0,0,0,0,1,0,0,0
511,29.9,25.7,38.0,31.9,21.21,0.0,6.8,20.9,166.0,4.25,0,217,-1.7145055188062944e-15,1.0,-0.4999999999999997,-0.8660254037844388,2021,0.9914448613738104,0.1305261922200517,-0.984807753012208,-0.17364817766693033,0,0,0,0,0,0,1,0,0,0
512,30.8,25.3,38.8,30.9,20.44,0.0,5.5,22.3,164.0,4.11,0,218,0.2012985200886575,0.979529941252495,-0.5145554000286284,-0.8574571361306512,2021,0.9908658973868822,0.13485093027372308,-0.984807753012208,-0.17364817766693033,0,0,0,0,0,0,1,0,0,0
513,29.8,24.6,36.2,28.7,21.8,0.0,11.9,31.0,179.0,4.37,0,219,0.39435585511332183,0.9189578116202293,-0.5289640103269625,-0.8486442574947509,2021,0.9908658973868822,0.13485093027372308,-0.984807753012208,-0.17364817766693033,0,0,0,0,0,0,1,0,0,0
514,30.4,23.4,36.0,27.2,22.06,0.0,11.7,31.7,182.0,4.5,0,220,0.5712682150947944,0.8207634412072748,-0.5432217204804187,-0.8395892819696389,2021,0.9908658973868822,0.13485093027372308,-0.984807753012208,-0.17364817766693033,0,0,0,0,0,0,1,0,0,0
515,30.6,24.9,37.0,29.4,18.87,0.0,13.4,40.3,178.0,3.83,0,221,0.7247927872291211,0.6889669190756853,-0.5573244631224363,-0.8302947927123765,2021,0.9902680687415703,0.1391731009600657,-0.984807753012208,-0.17364817766693033,0,0,0,0,0,0,1,0,0,0
516,30.6,25.1,37.3,29.9,21.31,0.0,10.7,28.8,181.0,4.19,0,222,0.8486442574947514,0.5289640103269618,-0.5712682150947921,-0.8207634412072765,2021,0.9902680687415703,0.1391731009600657,-0.984807753012208,-0.17364817766693033,0,0,0,0,0,0,1,0,0,0
517,30.7,25.3,37.9,30.4,21.27,0.0,9.8,23.0,185.0,4.3,0,223,0.9377521321470804,0.34730525284482044,-0.5850489985953073,-0.8109979465095013,2021,0.9902680687415703,0.1391731009600657,-0.984807753012208,-0.17364817766693033,0,0,0,0,0,0,1,0,0,0
518,30.4,24.3,39.1,29.3,22.52,0.0,7.2,27.4,182.0,4.52,0,224,0.9884683243281113,0.15142777750457773,-0.5986628823126151,-0.8010010944693846,2021,0.9896513868196702,0.1434926219911793,-0.984807753012208,-0.17364817766693033,0,0,0,0,0,0,1,0,0,0
519,30.8,24.4,37.7,29.3,22.08,0.0,9.5,25.2,180.0,4.47,0,225,0.9987165071710529,-0.050649168838710706,-0.6121059825476628,-0.7907757369376985,2021,0.9896513868196702,0.1434926219911793,-0.984807753012208,-0.17364817766693033,0,0,0,0,0,0,1,0,0,0
520,30.9,24.6,37.6,29.3,22.71,0.0,10.5,31.0,183.0,4.63,0,226,0.9680771188662051,-0.2506525322587177,-0.6253744643216368,-0.7803247909520918,2021,0.9890158633619168,0.14780941112961077,-0.984807753012208,-0.17364817766693033,0,0,0,0,0,0,1,0,0,0
521,30.4,25.0,37.5,30.2,21.67,0.0,10.5,26.3,180.0,4.47,0,227,0.8978045395707434,-0.44039415155763084,-0.6384645424699833,-0.7696512379049324,2021,0.9890158633619168,0.14780941112961077,-0.984807753012208,-0.17364817766693033,0,0,0,0,0,0,1,0,0,0
522,30.1,25.0,36.1,29.4,20.73,0.0,11.5,28.8,187.0,4.22,0,228,0.7907757369377015,-0.612105982547659,-0.651372482722222,-0.7587581226927911,2021,0.9890158633619168,0.14780941112961077,-0.984807753012208,-0.17364817766693033,0,0,0,0,0,0,1,0,0,0
523,30.1,24.7,35.8,29.1,19.76,0.0,10.1,29.2,183.0,4.07,0,229,0.6513724827222266,-0.7587581226927872,-0.6640946027672388,-0.7476485528478092,2021,0.9883615104677607,0.1521233861899168,-0.984807753012208,-0.17364817766693033,0,0,0,0,0,0,1,0,0,0
524,30.7,24.6,36.9,29.3,21.7,0.0,11.0,30.2,184.0,4.41,0,230,0.4853019625310806,-0.8743466161445823,-0.6766272733037574,-0.7363256976511973,2021,0.9883615104677607,0.1521233861899168,-0.984807753012208,-0.17364817766693033,0,0,0,0,0,0,1,0,0,0
525,31.2,24.5,37.1,29.2,22.95,0.0,13.1,36.0,185.0,4.68,0,231,0.2993631229733584,-0.9541392564000487,-0.6889669190756865,-0.72479278722912,2021,0.9876883405951378,0.15643446504023092,-0.984807753012208,-0.17364817766693033,0,0,0,0,0,0,1,0,0,0
526,30.4,24.2,35.4,28.4,22.92,0.0,14.5,35.6,183.0,4.59,0,232,0.10116832198743354,-0.994869323391895,-0.7011100198920526,-0.7130531116312204,2021,0.9876883405951378,0.15643446504023092,-0.984807753012208,-0.17364817766693033,0,0,0,0,0,0,1,0,0,0
527,30.2,24.0,35.2,28.2,22.57,0.0,15.9,37.8,186.0,4.49,0,233,-0.1011683219874299,-0.9948693233918954,-0.7130531116312202,-0.7011100198920528,2021,0.9869963665602319,0.1607425656038261,-0.984807753012208,-0.17364817766693033,0,0,0,0,0,0,1,0,0,0
528,30.4,23.6,35.3,26.9,23.88,0.0,15.4,42.5,186.0,4.83,0,234,-0.2993631229733549,-0.9541392564000498,-0.7247927872291198,-0.6889669190756867,2021,0.9869963665602319,0.1607425656038261,-0.984807753012208,-0.17364817766693033,0,0,0,0,0,0,1,0,0,0
529,30.0,22.6,34.8,25.6,23.6,0.0,14.6,41.4,190.0,4.62,0,235,-0.4853019625310774,-0.8743466161445841,-0.736325697651197,-0.6766272733037576,2021,0.9862856015372313,0.16504760586067782,-0.9840406976462908,-0.17794354547384236,0,0,0,0,0,0,1,0,0,0
530,29.4,23.8,34.8,27.7,22.76,0.0,16.0,39.6,186.0,4.43,0,236,-0.6513724827222184,-0.7587581226927942,-0.7476485528478087,-0.6640946027672393,2021,0.9862856015372313,0.16504760586067782,-0.9840406976462908,-0.17794354547384236,0,0,0,0,0,0,1,0,0,0
531,30.6,24.2,36.9,28.5,22.06,0.0,11.8,34.6,180.0,4.52,0,237,-0.7907757369376949,-0.6121059825476676,-0.7587581226927906,-0.6513724827222226,2021,0.9855560590580777,0.16934950384902475,-0.9840406976462908,-0.17794354547384236,0,0,0,0,0,0,1,0,0,0
532,30.9,24.9,36.7,29.9,22.96,0.0,13.8,37.8,184.0,4.74,0,238,-0.8978045395707386,-0.4403941515576405,-0.769651237904932,-0.638464542469984,2021,0.9855560590580777,0.16934950384902475,-0.9840406976462908,-0.17794354547384236,0,0,0,0,0,0,1,0,0,0
533,31.0,25.2,38.0,29.8,22.36,0.0,10.8,34.2,180.0,4.64,0,239,-0.9680771188662023,-0.25065253225872813,-0.7803247909520914,-0.6253744643216373,2021,0.984807753012208,0.17364817766693041,-0.9840406976462908,-0.17794354547384236,0,0,0,0,0,0,1,0,0,0
534,31.6,24.2,37.7,28.3,24.26,0.0,10.7,30.2,187.0,4.93,0,240,-0.9987165071710523,-0.050649168838721476,-0.7907757369376981,-0.6121059825476635,2021,0.984807753012208,0.17364817766693041,-0.9840406976462908,-0.17794354547384236,0,0,0,0,0,0,1,0,0,0
535,30.9,24.2,37.0,28.2,24.66,0.0,12.3,31.3,185.0,5.01,0,240,-0.9987165071710523,-0.050649168838721476,-0.7907757369376981,-0.6121059825476635,2021,0.9840406976462909,0.17794354547384178,-0.9840406976462908,-0.17794354547384236,0,0,0,0,0,0,1,0,0,0
536,29.6,23.4,34.2,26.8,23.15,0.0,16.3,41.4,189.0,4.58,0,241,-0.9884683243281107,0.1514277775045811,-0.8010010944693847,-0.598662882312615,2021,0.9840406976462909,0.17794354547384178,-0.9840406976462908,-0.17794354547384236,0,0,0,0,0,0,1,0,0,0
537,29.5,24.0,34.1,27.5,23.25,0.0,16.6,43.9,188.0,4.64,0,242,-0.9377521321470792,0.34730525284482366,-0.8109979465095012,-0.5850489985953076,2021,0.9832549075639546,0.18223552549214744,-0.9840406976462908,-0.17794354547384236,0,0,0,0,0,0,1,0,0,0
538,29.2,23.9,34.1,27.8,21.18,0.0,13.9,36.4,190.0,4.22,0,243,-0.8486442574947496,0.5289640103269647,-0.8207634412072763,-0.5712682150947923,2021,0.9832549075639546,0.18223552549214744,-0.9840406976462908,-0.17794354547384236,0,0,0,0,0,0,1,0,0,0
539,31.6,24.4,37.9,28.3,23.97,0.0,12.6,36.7,188.0,4.94,0,244,-0.7247927872291188,0.6889669190756879,-0.8302947927123763,-0.5573244631224366,2021,0.9824503977255098,0.18652403600873457,-0.9832549075639545,-0.18223552549214778,0,0,0,0,0,0,1,0,0,0
540,31.6,24.7,39.2,29.2,23.27,0.0,10.1,29.9,179.0,4.77,0,245,-0.5712682150947916,0.8207634412072768,-0.8395892819696388,-0.543221720480419,2021,0.9824503977255098,0.18652403600873457,-0.9832549075639545,-0.18223552549214778,0,0,0,0,0,0,1,0,0,0
541,31.2,25.2,37.0,30.4,21.96,0.0,12.6,41.8,181.0,4.61,0,246,-0.39435585511331867,0.9189578116202306,-0.8486442574947508,-0.5289640103269627,2021,0.981627183447664,0.19080899537654492,-0.9832549075639545,-0.18223552549214778,0,0,0,0,0,0,1,0,0,0
542,32.2,25.3,36.7,30.0,23.26,0.0,12.9,40.7,178.0,5.1,0,247,-0.2012985200886611,0.9795299412524943,-0.8574571361306509,-0.5145554000286291,2021,0.981627183447664,0.19080899537654492,-0.9832549075639545,-0.18223552549214778,0,0,0,0,0,0,1,0,0,0
543,31.1,24.6,37.7,29.3,24.04,0.0,9.4,28.8,179.0,4.99,0,248,-1.959434878635765e-15,1.0,-0.8660254037844385,-0.5000000000000004,2021,0.9807852804032304,0.19509032201612833,-0.9832549075639545,-0.18223552549214778,0,0,0,0,0,0,1,0,0,0
544,31.3,24.7,38.6,29.9,19.93,0.0,11.3,28.8,182.0,4.16,0,249,0.20129852008865726,0.979529941252495,-0.8743466161445819,-0.4853019625310815,2021,0.9799247046208296,0.1993679344171974,-0.9832549075639545,-0.18223552549214778,0,0,0,0,0,0,1,0,0,0
545,29.8,25.1,35.5,30.4,14.99,0.0,8.3,26.3,185.0,3.08,0,250,0.39435585511331506,0.9189578116202322,-0.8824183993782189,-0.4704654806027561,2021,0.9799247046208296,0.1993679344171974,-0.9832549075639545,-0.18223552549214778,0,0,0,0,0,0,1,0,0,0
546,29.1,24.9,36.7,30.3,9.8,0.0,6.0,21.2,151.0,2.06,0,251,0.5712682150947942,0.820763441207275,-0.8902384508083516,-0.45549478669063387,2021,0.9790454724845838,0.20364175114017766,-0.9832549075639545,-0.18223552549214778,0,0,0,0,0,0,1,0,0,0
547,27.6,25.2,34.7,31.4,12.14,0.0,9.4,32.0,47.0,2.33,0,252,0.724792787229121,0.6889669190756855,-0.8978045395707417,-0.44039415155763423,2021,0.9790454724845838,0.20364175114017766,-0.9824503977255097,-0.18652403600873468,0,0,0,0,0,0,1,0,0,0
548,31.2,24.8,40.0,30.5,23.25,0.0,5.5,25.2,183.0,4.68,0,253,0.8486442574947513,0.528964010326962,-0.9051145072503212,-0.4251678830356407,2021,0.9781476007338056,0.20791169081775945,-0.9824503977255097,-0.18652403600873468,0,0,0,0,0,0,1,0,0,0
549,31.0,24.6,39.6,30.1,24.17,0.0,9.7,25.6,182.0,4.78,0,254,0.9377521321470803,0.34730525284482067,-0.9121662684969334,-0.40982032479658753,2021,0.9781476007338056,0.20791169081775945,-0.9824503977255097,-0.18652403600873468,0,0,0,0,0,0,1,0,0,0
550,31.6,25.2,39.6,30.1,24.27,0.0,10.7,27.0,179.0,4.9,0,255,0.9884683243281112,0.15142777750457798,-0.9189578116202306,-0.39435585511331867,2021,0.9772311064626789,0.21217767215644634,-0.9824503977255097,-0.18652403600873468,0,0,0,0,0,0,1,0,0,0
551,30.9,25.0,37.8,29.8,24.18,0.0,14.9,35.6,179.0,4.92,0,256,0.9987165071710529,-0.050649168838710464,-0.9254871991635595,-0.3787788856105762,2021,0.9762960071199334,0.2164396139381029,-0.9824503977255097,-0.18652403600873468,0,0,0,0,0,0,1,0,0,0
552,30.7,25.4,38.3,30.2,24.06,0.0,12.6,34.2,179.0,4.83,0,257,0.9680771188662051,-0.2506525322587175,-0.9317525684566683,-0.3630938600064748,2021,0.9762960071199334,0.2164396139381029,-0.9824503977255097,-0.18652403600873468,0,0,0,0,0,0,1,0,0,0
553,30.7,25.0,37.4,29.8,25.29,0.0,13.7,37.4,184.0,5.07,0,258,0.8978045395707435,-0.4403941515576306,-0.9377521321470803,-0.3473052528448206,2021,0.9753423205085127,0.22069743502150108,-0.9824503977255097,-0.18652403600873468,0,0,0,0,0,0,1,0,0,0
554,29.8,25.0,36.1,29.5,21.59,0.0,11.5,38.5,184.0,4.2,0,259,0.7907757369377016,-0.6121059825476589,-0.9434841787099801,-0.33141756821863616,2021,0.9753423205085127,0.22069743502150108,-0.9816271834476639,-0.19080899537654547,0,0,0,0,0,0,1,0,0,0
555,30.0,25.5,36.6,30.8,17.8,0.0,8.3,23.4,186.0,3.64,0,260,0.6513724827222267,-0.758758122692787,-0.9489470729364688,-0.31543533848525596,2021,0.9743700647852352,0.22495105434386492,-0.9816271834476639,-0.19080899537654547,0,0,0,0,0,0,1,0,0,0
556,30.1,25.1,36.3,30.3,12.27,0.0,7.9,31.7,178.0,2.69,0,262,0.2993631229733586,-0.9541392564000486,-0.9590592479012022,-0.2832055066823038,2021,0.9733792584604485,0.22920039092241426,-0.9816271834476639,-0.19080899537654547,0,0,0,0,0,0,1,0,0,0
557,31.4,25.3,39.4,31.3,19.73,0.0,6.6,26.3,187.0,4.03,0,263,0.10116832198743379,-0.9948693233918949,-0.963705643889941,-0.2669670989741515,2021,0.9723699203976766,0.23344536385590547,-0.9816271834476639,-0.19080899537654547,0,0,0,0,0,0,1,0,0,0
558,30.2,24.6,37.5,30.0,23.09,0.0,8.8,22.0,173.0,4.7,0,264,-0.10116832198742964,-0.9948693233918954,-0.9680771188662043,-0.2506525322587205,2021,0.9723699203976766,0.23344536385590547,-0.9816271834476639,-0.19080899537654547,0,0,0,0,0,0,1,0,0,0
559,30.8,25.6,38.5,31.0,25.05,0.0,11.9,28.8,180.0,5.11,0,265,-0.29936312297335466,-0.9541392564000499,-0.9721724257579907,-0.23426646067208215,2021,0.9713420698132614,0.2376858923261731,-0.9816271834476639,-0.19080899537654547,0,0,0,0,0,0,1,0,0,0
560,31.1,25.3,37.9,29.8,25.9,0.0,12.7,35.3,182.0,5.21,0,266,-0.48530196253107716,-0.8743466161445842,-0.9759903962771153,-0.2178135587488516,2021,0.9713420698132614,0.2376858923261731,-0.9816271834476639,-0.19080899537654547,0,0,0,0,0,0,1,0,0,0
561,29.8,24.3,35.9,28.2,24.12,0.0,13.6,37.1,188.0,4.77,0,267,-0.6513724827222181,-0.7587581226927944,-0.9795299412524945,-0.20129852008866023,2021,0.9702957262759965,0.2419218955996679,-0.9807852804032303,-0.19509032201612866,0,0,0,0,0,0,1,0,0,0
562,30.7,24.4,38.5,29.0,25.13,0.0,11.9,30.6,186.0,4.9,0,268,-0.7907757369376948,-0.6121059825476678,-0.9827900509408579,-0.18472605601718955,2021,0.9702957262759965,0.2419218955996679,-0.9807852804032303,-0.19509032201612866,0,0,0,0,0,0,1,0,0,0
563,30.0,24.7,37.3,29.6,24.4,0.0,12.2,32.8,186.0,4.76,0,269,-0.8978045395707385,-0.4403941515576407,-0.9857697953148037,-0.16810089424214847,2021,0.9692309097067544,0.24615329302899316,-0.9807852804032303,-0.19509032201612866,0,0,0,0,0,0,1,0,0,0
564,29.9,24.5,36.5,29.2,25.06,0.0,14.1,33.8,189.0,4.88,0,270,-0.9680771188662041,-0.25065253225872147,-0.9884683243281114,-0.15142777750457703,2021,0.9681476403781077,0.2503800040544415,-0.9807852804032303,-0.19509032201612866,0,0,0,0,0,0,1,0,0,0
565,30.5,24.4,37.7,28.6,25.92,0.0,11.4,30.2,194.0,5.21,0,271,-0.9987165071710528,-0.05064916883871462,-0.9908848681582388,-0.13471146222586142,2021,0.9681476403781077,0.2503800040544415,-0.9807852804032303,-0.19509032201612866,0,0,0,0,0,0,1,0,0,0
566,30.4,24.3,37.2,28.3,24.75,0.0,12.3,32.0,187.0,5.09,0,272,-0.9884683243281107,0.1514277775045809,-0.9930187374259337,-0.11795671715084566,2021,0.9670459389139431,0.2546019482055276,-0.9807852804032303,-0.19509032201612866,0,0,0,0,0,0,1,0,0,0
567,30.0,24.9,35.8,29.3,23.95,0.0,12.5,33.5,192.0,4.93,0,273,-0.9377521321470793,0.34730525284482344,-0.9948693233918952,-0.1011683219874319,2021,0.9670459389139431,0.2546019482055276,-0.9807852804032303,-0.19509032201612866,0,0,0,0,0,0,1,0,0,0
568,30.0,24.8,36.1,29.0,22.67,0.0,15.6,37.8,191.0,4.67,0,274,-0.8486442574947497,0.5289640103269645,-0.996436098130433,-0.08435106604304467,2021,0.9659258262890683,0.25881904510252074,-0.9807852804032303,-0.19509032201612866,0,0,0,0,0,0,1,0,0,0
569,29.2,24.6,34.6,27.9,24.27,0.0,15.1,42.8,189.0,4.94,0,275,-0.7247927872291189,0.6889669190756876,-0.9977186146800707,-0.06750974685836518,2021,0.9659258262890683,0.25881904510252074,-0.9807852804032303,-0.19509032201612866,0,0,0,0,0,0,1,0,0,0
